Ruc|Nombre/Razon|A partir del|Resolucion|
20492092313|MAKRO SUPERMAYORISTA S.A.|01/01/2010|RS R.S.265-2009|
20100240301|MANFER S.R.LTDA. CONTRATISTAS GENERALES|01/09/2010|RS R.S.217-2010|
20106758477|MANT.CONST.Y PROYECTOS GRALES S.A.C.|01/01/2010|RS R.S.265-2009|
20508615460|MANU PERU HOLDING S.A.|01/08/2006|RS R.S.091-2006|
20100310016|MANUEL CENDRA S.A.C|01/06/2002|RS R.S.037-2002|
20100727359|MANUFACTURAS DE ACERO COMERCIAL E INDUST RIAL S.A.|01/06/2002|RS R.S.037-2002|
20100055318|MANUFACTURAS ELECTRICAS S A|01/06/2002|RS R.S.037-2002|
20101298851|MANUFACTURAS SAN ISIDRO S.A.C.|01/06/2003|RS R.S.101-2003|
20102127073|MAPALSA S.A.C.|01/10/2005|RS R.S.174-2005|
20202380621|MAPFRE PERU COMPA—IA DE SEGUROS Y REASEGUROS S.A.|01/06/2002|RS R.S.037-2002|
20418896915|MAPFRE PERU VIDA COMPA—IA DE SEGUROS Y REASEGUROS|01/06/2002|RS R.S.037-2002|
20504192157|MAPLE ETANOL S.R.L.|01/09/2010|RS R.S.217-2010|
20195923753|MAPLE GAS CORPORATION DEL PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20503258901|MAQUINARIA NACIONAL S.A. PERU|01/10/2005|RS R.S.174-2005|
20477855025|MAQUINARIA Y VEHICULOS DE LOS ANDES S.A.C.|01/09/2010|RS R.S.217-2010|
20193696920|MAQUINARIAS JAAM S.A.|01/06/2002|RS R.S.037-2002|
20100006538|MARCO PERUANA S A|01/01/2007|RS R.S.219-2006|
20153408191|MARINA DE GUERRA DEL PERU|01/11/2002|RS R.S.135-2002|
20134676508|MARQUISA S.A.C.CONTRATISTAS GENERALES|01/09/2010|RS R.S.217-2010|
20100126193|MARSH PERU S.A. CORREDORES DE SEGUROS|01/06/2002|RS R.S.037-2002|
20502333322|MASTER FOODS PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|01/08/2006|RS R.S.091-2006|
20503100941|MASTERWALL S.A.|02/05/2011|RS R.S.082-2011|
20207190285|MATHIESEN PERU S.A.C.|01/10/2005|RS R.S.174-2005|
20127745910|MAXIMA INTERNACIONAL S.A.|01/06/2002|RS R.S.037-2002|
20108730294|MAYORSA S.A.|01/06/2002|RS R.S.037-2002|
20416976440|MAZAL CORP S.A|01/02/2006|RS R.S.254-2005|
20100115230|MDH SAC|01/06/2002|RS R.S.037-2002|
20335955065|MEDIA NETWORKS LATIN AMERICA S.A.C.|01/01/2007|RS R.S.219-2006|
20100339936|MEDICINA EXTERNA S A MEDEX|01/06/2002|RS R.S.037-2002|
20100018625|MEDIFARMA S A|01/06/2002|RS R.S.037-2002|
20259814210|MEDITERRANEAN SHIPPING COMPANY DEL PERU SAC|01/06/2002|RS R.S.037-2002|
20517898733|MEGA GOLD EIRL|02/05/2011|RS R.S.082-2011|
20509829471|MEGA SUPERMAYORISTA S.A.C.|02/05/2011|RS R.S.082-2011|
20100525641|MERCADEO COMERCIAL SA|01/06/2002|RS R.S.037-2002|
20106632376|MERCANTIL ALGODONERA SA|02/05/2011|RS R.S.082-2011|
20100099447|MERCK PERUANA S A|01/06/2002|RS R.S.037-2002|
20260344341|MERCK SHARP & DOHME PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20382072023|MESSER GASES DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20100260086|METAL TUBO S A METUSA|01/06/2002|RS R.S.037-2002|
20100722128|METALES ANDINOS S A|01/09/2007|RS R.S.156-2007|
20100166811|METALPREN S A|01/06/2002|RS R.S.037-2002|
20100049938|METALURGICA PERUANA S A|01/02/2003|RS R.S.181-2002|
20262561781|METROCOLOR S.A.|01/02/2003|RS R.S.181-2002|
20262478964|METSO PERU S.A.|01/06/2002|RS R.S.037-2002|
20305909611|MEXICHEM PERU S.A.|01/06/2002|RS R.S.037-2002|
20170291345|MFH KNITS S.A.C.|01/02/2006|RS R.S.254-2005|
20382036655|MIBANCO - BANCO DE LA MICROEMPRESA S.A.|01/06/2002|RS R.S.037-2002|
20100192650|MICHELL Y CIA S.A.|01/10/2005|RS R.S.174-2005|
20100776643|MICKEY TOUR E I R L|01/06/2002|RS R.S.037-2002|
20254138577|MICROSOFT PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20304887762|MIDAS GAS S.A|01/05/2003|RS R.S.080-2003|
20100283027|MIKY PLAST S.A.C.|01/06/2002|RS R.S.037-2002|
20135406245|MINAS ARIRAHUA SA.|01/02/2006|RS R.S.254-2005|
20330791170|MINERA  ENPROYEC  SAC|01/03/2009|RS R.S.030-2009|
20513023201|MINERA AQM COPPER PERU S.A.C.|02/05/2011|RS R.S.082-2011|
20132367800|MINERA AURIFERA RETAMAS S.A.|01/02/2003|RS R.S.181-2002|
20209133394|MINERA BARRICK MISQUICHILCA SA|01/06/2002|RS R.S.037-2002|
20510704291|MINERA BATEAS S.A.C.|01/03/2009|RS R.S.030-2009|
20506675457|MINERA CHINALCO PER⁄ S.A.|01/01/2010|RS R.S.265-2009|
20501620107|MINERA COLIBRI S.A.C.|01/09/2010|RS R.S.217-2010|
20107290177|MINERA COLQUISIRI S.A.|01/06/2002|RS R.S.037-2002|
20513857218|MINERA CONFIANZA S.A.C.|01/01/2010|RS R.S.265-2009|
20383161330|MINERA HUALLANCA S.A.|01/05/2003|RS R.S.080-2003|
20505174896|MINERA IRL S.A.|01/03/2009|RS R.S.030-2009|
20125959483|MINERA LAYTARUMA S.A.|01/06/2002|RS R.S.037-2002|
20268062671|MINERA PAMPA DE COBRE SA|01/08/2006|RS R.S.091-2006|
20502656334|MINERA PARAISO SOCIEDAD ANONIMA CERRADA|02/05/2011|RS R.S.082-2011|
20206553481|MINERA PHELPS DODGE DEL PERU S.A.C|01/06/2002|RS R.S.037-2002|
20513798611|MINERA SUYAMARCA SOCIEDAD ANONIMA CERRADA|01/03/2009|RS R.S.030-2009|
20450560406|MINERA TAMBOPATA SOCIEDAD ANONIMA CERRADA|02/05/2011|RS R.S.082-2011|
20460352674|MINERA TITAN DEL PERU SRL|01/02/2006|RS R.S.254-2005|
20137291313|MINERA YANACOCHA S.R.L.|01/06/2002|RS R.S.037-2002|
20363394541|MINERALES DEL SUR S.R.L.|02/05/2011|RS R.S.082-2011|
20406532870|MINERALES Y FINANZAS E.I.R.L.|02/05/2011|RS R.S.082-2011|
20518915119|MINERIA CORPORATIVA SOCIEDAD ANONIMA CERRADA|01/01/2010|RS R.S.265-2009|
20517031624|MINERIA Y EXPORTACIONES S.A.C.|02/05/2011|RS R.S.082-2011|
20131023414|MINIST.DE TRABAJO Y PROMOCION DEL EMPLEO|01/11/2002|RS R.S.135-2002|
20131372931|MINISTERIO DE AGRICULTURA|01/11/2002|RS R.S.135-2002|
20504774288|MINISTERIO DE COMERCIO EXTERIOR Y TURISMO|01/11/2002|RS R.S.135-2002|
20131367938|MINISTERIO DE DEFENSA|01/11/2002|RS R.S.135-2002|
20131370645|MINISTERIO DE ECONOMIA Y FINANZAS|01/06/2002|RS R.S.037-2002|
20131370998|MINISTERIO DE EDUCACION|01/11/2002|RS R.S.135-2002|
20131368829|MINISTERIO DE ENERGIA Y MINAS|01/11/2002|RS R.S.135-2002|
20131371617|MINISTERIO DE JUSTICIA|01/11/2002|RS R.S.135-2002|
20336951527|MINISTERIO DE LA MUJER Y DESARROLLO SOCIAL|01/11/2002|RS R.S.135-2002|
20504794637|MINISTERIO DE LA PRODUCCION|01/11/2002|RS R.S.135-2002|
20131380101|MINISTERIO DE RELACIONES EXTERIORES|01/06/2002|RS R.S.037-2002|
20131373237|MINISTERIO DE SALUD|01/06/2002|RS R.S.037-2002|
20131379944|MINISTERIO DE TRANSPORTES Y COMUNICACIONES - OFICINA GENERAL ADM.|01/11/2002|RS R.S.135-2002|
20504743307|MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO|01/11/2002|RS R.S.135-2002|
20131366966|MINISTERIO DEL INTERIOR|01/06/2002|RS R.S.037-2002|
20131370301|MINISTERIO PUBLICO-GERENCIA GENERAL|01/06/2002|RS R.S.037-2002|
20100136741|MINSUR S. A.|01/06/2002|RS R.S.037-2002|
20256211310|MITSUI AUTOMOTRIZ S A|01/06/2002|RS R.S.037-2002|
20507315373|MK METAL TRADING PERU S.A.C.|01/03/2009|RS R.S.030-2009|
20259880603|MOBIL OIL DEL PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20131895365|MOLINERA INCA S.A.|01/02/2004|RS R.S. 008-2004|
20100002621|MOLINO EL TRIUNFO S A|01/06/2002|RS R.S.037-2002|
20131589086|MOLINO LA PERLA S.A.C.|01/05/2003|RS R.S.080-2003|
20370337668|MOLINO LAS MERCEDES S.A.C.|01/01/2007|RS R.S.219-2006|
20257364357|MOLINOS & CIA S.A.|01/06/2002|RS R.S.037-2002|
20100035121|MOLITALIA S.A|01/06/2002|RS R.S.037-2002|
20100192064|MOLY-COP ADESUR S.A.|01/02/2003|RS R.S.181-2002|
20303873091|MOMENTUM, OGILVY & MATHER S.A.|01/06/2002|RS R.S.037-2002|
20100182263|MONTANA S A|01/06/2002|RS R.S.037-2002|
20522425509|MONTE VERDE PERU S.A.C.|02/05/2011|RS R.S.082-2011|
20493327268|MORGAN DEL ORIENTE SAC|01/09/2010|RS R.S.217-2010|
20100090491|MORITANI S A|01/06/2002|RS R.S.037-2002|
20100045517|MOTA-ENGIL PERU S.A.|01/06/2002|RS R.S.037-2002|
20417926632|MOTORES DIESEL ANDINOS S.A.- MODASA|01/06/2002|RS R.S.037-2002|
20303416863|MOTOROLA DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20131378034|MUNICIPALIDAD DE SAN JUAN DE LURIGANCHO|01/03/2009|RS R.S.030-2009|
20131377224|MUNICIPALIDAD DISTRITAL DE MIRAFLORES|01/03/2009|RS R.S.030-2009|
20131372427|MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES|01/03/2009|RS R.S.030-2009|
20131369809|MUNICIPALIDAD DISTRITAL DE VENTANILLA|01/03/2009|RS R.S.030-2009|
20131380951|MUNICIPALIDAD METROPOLITANA DE LIMA|01/03/2005|RS R.S.023-2005|
20175639391|MUNICIPALIDAD PROVINCIAL DE TRUJILLO|02/05/2011|RS R.S.082-2011|
20131369558|MUNICIPALIDAD PROVINCIAL DEL CALLAO|01/03/2009|RS R.S.030-2009|
20131367423|MUNICIPALIDAD SANTIAGO DE SURCO|01/03/2009|RS R.S.030-2009|
20470407442|MURUHUAY S.A.C.|02/05/2011|RS R.S.082-2011|
20382042116|NATIONAL OILWELL VARCO PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20101796532|NATURA COSMETICOS S.A.|01/06/2002|RS R.S.037-2002|
20296189333|NATURE'S SUNSHINE PRODUCTS DEL PERU S.A|01/06/2002|RS R.S.037-2002|
20128847881|NAVIERA ORIENTE S.A.C.|02/05/2011|RS R.S.082-2011|
20100128137|NCR DEL PERU S A|01/06/2002|RS R.S.037-2002|
20100165334|NEGOCIACION COMERCIAL SAN PEDRO S A C|01/06/2002|RS R.S.037-2002|
20102210728|NEGOCIACION COMERCIAL SANTA MARIA SAC|01/06/2002|RS R.S.037-2002|
20100011451|NEGOCIACION LANERA DEL PERU S A|01/06/2002|RS R.S.037-2002|
20296523098|NEGOCIACION PESQUERA DEL SUR S.A|01/06/2002|RS R.S.037-2002|
20442303135|NEICA S.A.C.|01/09/2010|RS R.S.217-2010|
20100010217|NEPTUNIA S.A.|01/06/2002|RS R.S.037-2002|
20505670443|NESSUS HOTELES PERU S.A.|02/05/2011|RS R.S.082-2011|
20263322496|NESTLE PERU S A|01/06/2002|RS R.S.037-2002|
20110345519|NEWMONT PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20513020792|NEWPORT CAPITAL S.A.C.|02/05/2011|RS R.S.082-2011|
20106897914|NEXTEL DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20100051169|NICOLL PERU S.A.|01/06/2002|RS R.S.037-2002|
20502503180|NIISA CORPORATION S.A.|01/09/2010|RS R.S.217-2010|
20504312403|NIPRO MEDICAL CORPORATION SUCURSAL DEL PERU|01/10/2005|RS R.S.174-2005|
20160286068|NISSAN MAQUINARIAS S.A.|01/06/2002|RS R.S.037-2002|
20473806186|NOKIA SIEMENS NETWORKS PERU S.A.|01/06/2002|RS R.S.037-2002|
20399497257|NORTFARMA S.A.C|01/01/2007|RS R.S.219-2006|
20261671914|NOVAPERU S.A.C.|02/05/2011|RS R.S.082-2011|
20100129028|NOVARTIS BIOSCIENCES PERU S.A.|01/06/2002|RS R.S.037-2002|
20512117741|NOVUS PERU S.R.L.|01/01/2010|RS R.S.265-2009|
20428080671|NUESTRA SENORA DEL SAGRADO CORAZON|01/05/2003|RS R.S.080-2003|
20144215649|NUTRA S.A.|01/06/2002|RS R.S.037-2002|
20507329676|OBP AUTOPARTS S.A.C.|01/01/2010|RS R.S.265-2009|
20501439020|OBRAS DE INGENIERIA S.A.|01/01/2010|RS R.S.265-2009|
20425123115|OBRASCON HUARTE LAIN S.A.SUC.DEL PERU|01/09/2010|RS R.S.217-2010|
20513656824|OCA CONTRATISTAS GENERALES S.A.- OCACSA|01/09/2010|RS R.S.217-2010|
20466351165|OCEAN MARINE S.A.C.|01/12/2010|RS R.S.295-2010|
20166012687|ODEBRECHT PERU INGENIERIA Y CONSTRUCCION S.A.C.|01/02/2003|RS R.S.181-2002|
20254165035|OFICINA DE NORMALIZACION PREVISIONAL ONP|01/06/2002|RS R.S.037-2002|
20291973851|OFICINA NACIONAL DE PROCESOS ELECTORALES|01/06/2002|RS R.S.037-2002|
20381132596|OFICINA REGIONAL LIMA - INPE|01/11/2002|RS R.S.135-2002|
20305875539|OLYMPIC PERU INC SUCURSAL DEL PERU|01/08/2006|RS R.S.091-2006|
20290314799|OMNILIFE PERU S.A.C.|01/06/2002|RS R.S.037-2002|
20101039910|ONCOSALUD S.A.C.|01/06/2002|RS R.S.037-2002|
20492430651|OOBK S.A.|01/01/2010|RS R.S.265-2009|
20266409461|OPEN PLAZA S.A.|01/01/2010|RS R.S.265-2009|
20376289215|OPERACIONES ARCOS DORADOS DE PERU SA|01/05/2003|RS R.S.080-2003|
20502351908|OPP FILM S.A.|01/03/2005|RS R.S.023-2005|
20503727405|OREGON FOODS S.A.C.|01/10/2005|RS R.S.174-2005|
20306484479|ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL|01/06/2002|RS R.S.037-2002|
20216072155|ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES-OSIPTEL|01/06/2002|RS R.S.037-2002|
20376082114|ORGANISMO SUPERVISOR DE LA INVERSION EN ENERGIA Y MINERIA|01/06/2002|RS R.S.037-2002|
20419026809|ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE|01/11/2002|RS R.S.135-2002|
20131016639|ORICA MINING SERVICES PERU S.A.|01/06/2002|RS R.S.037-2002|
20334539149|ORIENT-EXPRESS PERU S.A.|01/06/2002|RS R.S.037-2002|
20207770796|ORIFLAME PERU SA|01/06/2002|RS R.S.037-2002|
20309327064|ORO FINO ASOCIADOS S.R.LTDA|02/05/2011|RS R.S.082-2011|
20527682178|ORO Y MINERIA MEJIA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA|02/05/2011|RS R.S.082-2011|
20342762779|OUTOTEC ( PERU ) S.A.C.|01/06/2002|RS R.S.037-2002|
20512896252|OUTSPAN PERU S.A.C.|02/05/2011|RS R.S.082-2011|
20100453470|OVER GLASS S.A.C.|01/10/2005|RS R.S.174-2005|
20479722138|OVM SAC|02/05/2011|RS R.S.082-2011|
20344506842|OVO PRODUCTOS DEL SUR S.A.|01/01/2010|RS R.S.265-2009|
20100011701|OWENS-ILLINOIS PERU S.A.|01/06/2002|RS R.S.037-2002|
20207736261|P E DESARROLLO INTEGRAL CUENCA RIO PUTUM|01/11/2002|RS R.S.135-2002|
20305673669|PACIFIC FREEZING COMPANY S.A.C.|01/01/2010|RS R.S.265-2009|
20493104633|PACIFICO INTERNATIONAL TRADING COMPANY  SOCIEDAD ANONIMA CERRADA|02/05/2011|RS R.S.082-2011|
20431115825|PACIFICO S.A. ENT. PRESTADORA DE SALUD|01/06/2002|RS R.S.037-2002|
20100029406|PACKAGING PRODUCTS DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20450125904|PALMAS DEL SHANUSI S.A.|02/05/2011|RS R.S.082-2011|
20100120152|PAN AMERICAN SILVER S.A MINA QUIRUVILCA|01/02/2003|RS R.S.181-2002|
20100093830|PANADERIA SAN JORGE S A|01/06/2002|RS R.S.037-2002|
20100095379|PANALPINA TRANSPORTES MUNDIALES S A|01/06/2002|RS R.S.037-2002|
20100165849|PANASONIC PERUANA S.A.|01/06/2002|RS R.S.037-2002|
20100115663|PANDERO S.A. EAFC|01/06/2002|RS R.S.037-2002|
20378726876|PANELES NAPSA S.A.|01/06/2002|RS R.S.037-2002|
20348735692|PANIFICADORA BIMBO DEL PERU S.A|01/06/2002|RS R.S.037-2002|
20104582428|PAPELERA DEL SUR S A|01/02/2003|RS R.S.181-2002|
20100538033|PAPELERA ERICH NEISSER S A|01/06/2002|RS R.S.037-2002|
20330998432|PAPELERA INKA S.A.|01/05/2003|RS R.S.080-2003|
20100047641|PAPELERA NACIONAL S A|01/02/2003|RS R.S.181-2002|
20523173716|PARQUE LAMBRAMANI SAC|02/05/2011|RS R.S.082-2011|
20260311175|PASTELERIA SAN ANTONIO S.A.|01/06/2002|RS R.S.037-2002|
20452675804|PEAK QUALITY DEL PERU S.A.|02/05/2011|RS R.S.082-2011|
20171405239|PENARANDA S A|01/06/2002|RS R.S.037-2002|
20502433629|PEPSICO ALIMENTOS PERU S.R.L.|01/02/2003|RS R.S.181-2002|
20131495006|PERALES HUANCARUNA S.A.C.|01/06/2002|RS R.S.037-2002|
20332473388|PERENCO PERU LIMITED SUCURSAL DEL PERU|01/03/2009|RS R.S.030-2009|
20101031773|PERFUMERIAS UNIDAS S.A.|01/06/2002|RS R.S.037-2002|
20101155405|PERU FASHIONS S.A.C.|01/06/2002|RS R.S.037-2002|
20506342563|PERU LNG S.R.L.|01/09/2007|RS R.S.156-2007|
20492392031|PERU MASIVO S.A.|02/05/2011|RS R.S.082-2011|
20424044203|PERU OEH S.A.|01/05/2003|RS R.S.080-2003|
20122742114|PERU PIMA SA.|01/06/2002|RS R.S.037-2002|
20411552994|PERU SPICES S.A.|01/01/2010|RS R.S.265-2009|
20101355838|PERU TINTEX S.A.C.|01/06/2002|RS R.S.037-2002|
20510667400|PERUANA DE ARTEFACTOS PARA EL HOGAR S.A.C.|01/01/2010|RS R.S.265-2009|
20259033072|PERUANA DE COMBUSTIBLES S.A|01/06/2002|RS R.S.037-2002|
20330033313|PERUANA DE ESTACIONES DE SERVICIOS S.A.C|01/11/2003|RS R.S. 184-2003|
20251995967|PERUANA DE MOLDEADOS S.A.|01/06/2002|RS R.S.037-2002|
20113612852|PERUANA DE PERFORACION S.A.|01/03/2009|RS R.S.030-2009|
20100132754|PERUANA DE PETROLEO S.A.C.|01/06/2002|RS R.S.037-2002|
20100136237|PERUBAR S A|01/06/2002|RS R.S.037-2002|
20100052050|PERUFARMA S A|01/06/2002|RS R.S.037-2002|
20196785044|PERUPETRO S.A.|01/06/2002|RS R.S.037-2002|
20100175569|PERUPLAST S A|01/06/2002|RS R.S.037-2002|
20262520243|PERUQUIMICOS S.A.C.|01/06/2002|RS R.S.037-2002|
20431871808|PERURAIL S.A.|01/02/2003|RS R.S.181-2002|
20334722695|PESQUERA ALEJANDRIA S.A.C.|01/05/2003|RS R.S.080-2003|
20100388121|PESQUERA CAPRICORNIO S A|01/06/2002|RS R.S.037-2002|
20278966004|PESQUERA CENTINELA S.A.C.|02/05/2011|RS R.S.082-2011|
20159473148|PESQUERA DIAMANTE S.A.|01/06/2002|RS R.S.037-2002|
20380336384|PESQUERA EXALMAR SA|01/06/2002|RS R.S.037-2002|
20136165667|PESQUERA HAYDUK S.A.|01/02/2003|RS R.S.181-2002|
20136437331|PESQUERA PELAYO S.A.C.|01/06/2002|RS R.S.037-2002|
20505607831|PESQUERA RIBAUDO S.A.|01/01/2007|RS R.S.219-2006|
20324810278|PESQUERA ROSARIO S.A.|01/05/2003|RS R.S.080-2003|
20347196917|PESQUERA RUBI S.A.|01/05/2003|RS R.S.080-2003|
20329604056|PESQUERA TEVIMAR S.A.|01/05/2003|RS R.S.080-2003|
20297566866|PETRAMAS S.A.C.|01/09/2010|RS R.S.217-2010|
20103744211|PETREX SA|01/05/2003|RS R.S.080-2003|
20356476434|PETROBRAS ENERGIA PERU S.A|01/02/2004|RS R.S. 008-2004|
20100128218|PETROLEOS DEL PERU PETROPERU SA|01/06/2002|RS R.S.037-2002|
20338598301|PETROLERA MONTERRICO S.A|01/03/2009|RS R.S.030-2009|
20100126606|PETROLERA TRANSOCEANICA S A|01/06/2002|RS R.S.037-2002|
20291490388|PETROSUR S.A.C.|01/06/2002|RS R.S.037-2002|
20100084768|PEVISA AUTO PARTS S.A.|01/08/2006|RS R.S.091-2006|
20100127670|PFIZER S A|01/06/2002|RS R.S.037-2002|
20521921880|PGN GASUR S.A.C.|02/05/2011|RS R.S.082-2011|
20100102090|PHILIPS PERUANA S A|01/06/2002|RS R.S.037-2002|
20530879659|PISACOM S.A.C|02/05/2011|RS R.S.082-2011|
20301494590|PISOPAK PERU S.A.C.|01/03/2005|RS R.S.023-2005|
20100145902|PLASTICA S A|01/01/2010|RS R.S.265-2009|
20514020907|PLAZA LIMA NORTE S.A.C|01/01/2010|RS R.S.265-2009|
20510889135|PLUSPETROL CAMISEA S.A|01/10/2005|RS R.S.174-2005|
20510888911|PLUSPETROL LOTE 56 S.A.|01/10/2005|RS R.S.174-2005|
20504311342|PLUSPETROL NORTE S.A.|01/10/2002|RS R.S.116-2002|
20304177552|PLUSPETROL PERU CORPORATION S.A.|01/06/2002|RS R.S.037-2002|
20159981216|PODER JUDICIAL|01/06/2002|RS R.S.037-2002|
20165465009|POLICIA NACIONAL DEL PERU|01/06/2002|RS R.S.037-2002|
20380632943|POLIMASTER S.A.C.|01/10/2005|RS R.S.174-2005|
20100456495|POLIMETALES S.A.C.|01/08/2006|RS R.S.091-2006|
20505520638|POLINPLAST S.A.C.|01/10/2005|RS R.S.174-2005|
20422023802|POLINSUMOS S.A.|01/10/2005|RS R.S.174-2005|
20117788793|POLLOS SERVICES EXPRESS S.A.C.|01/08/2006|RS R.S.091-2006|
20155945860|PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU|01/06/2002|RS R.S.037-2002|
20307068541|POOL DE MAQ.INDUSTRIALES STA.PATRICIA SA|01/06/2002|RS R.S.037-2002|
20338570041|PRAXAIR PERU SRL|01/06/2002|RS R.S.037-2002|
20334089941|PRAXIS COMERCIAL S.A.C.|01/06/2002|RS R.S.037-2002|
20504563317|PRAYSDI FOOD S.A.C.|01/02/2004|RS R.S. 008-2004|
20293331066|PRECISION PERU S.A.|01/06/2002|RS R.S.037-2002|
20168999926|PRESIDENCIA DEL CONSEJO DE MINISTROS|01/06/2002|RS R.S.037-2002|
20101071562|PRICEWATERHOUSECOOPERS S.CIVIL DE R.L.|01/06/2002|RS R.S.037-2002|
20510398158|PRIMA AFP S.A.|01/09/2007|RS R.S.156-2007|
20100082714|PRIMAX S.A|01/06/2002|RS R.S.037-2002|
20259659907|PROCABLES SA|01/06/2002|RS R.S.037-2002|
20518426690|PROCESADORA ALNEMART SOCIEDAD ANONIMA CERRADA - PROCESADORA ALNEMART S.A.C.|02/05/2011|RS R.S.082-2011|
20484054879|PROCESADORA DE GAS PARI—AS S.A.C|01/05/2004|RS R.S.083-2004|
20447466547|PROCESADORA DE PRODUCTOS MARINOS S.A.|01/02/2004|RS R.S. 008-2004|
20109195848|PROCESADORA DEL SUR S.A.|02/05/2011|RS R.S.082-2011|
20451899881|PROCESADORA LARAN SAC|01/01/2007|RS R.S.219-2006|
20100277485|PROCESADORA SUDAMERICANA S R L|01/10/2005|RS R.S.174-2005|
20100127165|PROCTER & GAMBLE PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20484251861|PRODUCTORA ANDINA DE CONGELADOS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|02/05/2011|RS R.S.082-2011|
20100078792|PRODUCTOS AVON S A|01/06/2003|RS R.S.101-2003|
20254053822|PRODUCTOS DE ACERO CASSADO SA PRODAC SA|01/06/2002|RS R.S.037-2002|
20100194270|PRODUCTOS DEL SUR S A|02/05/2011|RS R.S.082-2011|
20100170842|PRODUCTOS EXTRAGEL Y UNIVERSAL S.A.C.|01/06/2002|RS R.S.037-2002|
20100725810|PRODUCTOS NATURALES DE EXPORTACION S.A. PRONEX S.A.|01/06/2002|RS R.S.037-2002|
20100014395|PRODUCTOS PARAISO DEL PERU S.A.C.|01/06/2002|RS R.S.037-2002|
20100170681|PRODUCTOS QUIMICOS INDUSTRIALES S A|01/06/2002|RS R.S.037-2002|
20100177341|PRODUCTOS ROCHE Q F S A|01/06/2002|RS R.S.037-2002|
20255172884|PRODUCTOS SANCELA DEL PERU S.A.|01/02/2003|RS R.S.181-2002|
20266352337|PRODUCTOS TISSUE DEL PERU S.A. O PROTISA-PERU S.A.|01/06/2002|RS R.S.037-2002|
20142829551|PROFUTURO AFP|01/06/2002|RS R.S.037-2002|
20207553698|PROGRAMA AGUA PARA TODOS|01/06/2002|RS R.S.037-2002|
20414251561|PROGRAMA DE DESARROLLO DE SANIDAD AGROPE|01/11/2002|RS R.S.135-2002|
20504007945|PROGRAMA DE EMERGENCIA SOCIAL PRODUCTIVO 'CONSTRUYENDO PERU'|01/11/2002|RS R.S.135-2002|
20380795907|PROGRAMA EDUCACION BASICA PARA TODOS|01/11/2002|RS R.S.135-2002|
20414868216|PROGRAMA SUBSECTORIAL DE IRRIGACIONES-PSI|01/11/2002|RS R.S.135-2002|
20332877551|PROGRAMA UNIDAD DE COORDINACION DE PREST AMOS SECTORIALES-MEF.|01/11/2002|RS R.S.135-2002|
20106785288|PROMOTORA DE TURISMO NUEVO MUNDO SA|01/06/2002|RS R.S.037-2002|
20125862561|PROMOTORA INTERAMERICANA DE SERVICIOS SA|01/06/2002|RS R.S.037-2002|
20100084172|PROMOTORES ELECTRICOS S A|01/06/2002|RS R.S.037-2002|
20395379233|PRONATUR E.I.R.L.|02/05/2011|RS R.S.082-2011|
20503067391|PROVESUR S.A.C|02/05/2011|RS R.S.082-2011|
20380419247|PROVIAS DESCENTRALIZADO|01/06/2002|RS R.S.037-2002|
20501508102|PROYECTO DE INVESTIGACION Y EXTENSION AGRICOLA|01/11/2002|RS R.S.135-2002|
20154446738|PROYECTO ESP. BINACIONAL PUYANGO TUMBES|01/11/2002|RS R.S.135-2002|
20170639520|PROYECTO ESPECIAL AFIANZAMIENTO Y AMPLIACION RECURSOS HIDRICOS DE TACNA|01/11/2002|RS R.S.135-2002|
20172237127|PROYECTO ESPECIAL ALTO MAYO|01/11/2002|RS R.S.135-2002|
20156058719|PROYECTO ESPECIAL CHAVIMOCHIC|01/11/2002|RS R.S.135-2002|
20164359701|PROYECTO ESPECIAL CHINECAS|01/11/2002|RS R.S.135-2002|
20154477536|PROYECTO ESPECIAL CHIRA PIURA|01/11/2002|RS R.S.135-2002|
20503503639|PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL|01/11/2002|RS R.S.135-2002|
20156046974|PROYECTO ESPECIAL JEQUETEPEQUE ZA—A|01/11/2002|RS R.S.135-2002|
